date,rf,mktrf,smb,hml,rmw,cma,mom,lt_rev,st_rev,nodur,durbl,manuf,enrgy,chems,buseq,telcm,utils,shops,hlth,money,other
200804,0.18000001,4.5999999,-1.15,-0.95999998,1.29,-2.5599999,-0.2,-4.54,3.1400001,-1.5599999,6.4500003,5.9000001,10.53,2.55,6.71,4.2400002,6.1500001,5,0.23999998,5.48,-0.13000001
200805,0.18000001,1.86,3.21,-1.38,0.81,0.039999999,3.21,-4.4400001,-2.3299999,3.49,1.5699999,3.9799998,4.1900001,1.4300001,5.27,4.6200004,3.3899999,0.86999995,1.45,-4.2999997,0.55000001
200806,0.17,-8.4399996,1.14,-2.4300001,4.3099999,-0.41999999,12.54,-3.1199999,-7.1599998,-7.54,-19.469999,-11.14,2.74,-6.0799999,-9.21,-11.22,-0.75,-8.2700005,-3.1800001,-17.540001,-10.38
200807,0.15000001,-0.76999998,3.6700001,5.8099999,-0.99000001,1.0599999,-5.1500001,7.52,8.1800003,1.76,-0.36000001,-2.1200001,-15.839999,3.0699999,-1.02,-3.1600001,-7.3800001,1,6.6199999,6.5,0.28999999
200808,0.13,1.53,3.4200001,1.5599999,1.84,0.81999999,-4.0500002,1.1,-0.75,1.78,2.3400002,1.4400001,-0.30000001,1.25,2.2399998,3.96,-0.63,5.25,1.66,-0.22,0.88999999
200809,0.15000001,-9.2399998,0.38,6.3299999,2.9100001,1.8200001,0.34999999,5.8400002,-3.73,-3.1100001,-9.3399992,-15.719999,-12.61,-9.3299999,-12.74,-12.849999,-12.259999,-5.9300003,-6.0900002,-4.3600001,-11.46
200810,0.079999998,-17.23,-3.22,-2.9000001,3.6099999,1.89,7.79,2.6600001,-9.5900002,-12.27,-32.710003,-23.799999,-17.309999,-15.69,-18.129999,-16.440001,-11.15,-15.2,-11.03,-20.110001,-20.450001
200811,0.029999999,-7.8600001,-3.8900001,-5.9400001,4.8200002,2.72,7.1100001,-2.5699999,-10.1,-6.7600002,-11.469999,-8.0599995,-0.47999999,-7.5100002,-11.19,-1.85,1.0500001,-7.71,-7.3800001,-13.9,-8.8999996
200812,0,1.74,3.3599999,-0.23999999,-0.07,-1.41,-5.0700002,0.30000001,5.2199998,0.30000001,1.3,3.6600001,-3.1300001,-2.1099999,2.1900001,3.4400001,-2.0799999,4.9099998,6.7399998,1.65,1.14
200901,0,-8.1199999,-2.0599999,-11.1,0.25999999,-1.1900001,-1.83,-7.04,0.54000002,-3.6300001,-12.48,-9.46,-3.1099999,-8.8400002,-3.0899999,-10.35,-0.81,-7.6199999,-2.2,-20.9,-13.7
200902,0.01,-10.1,-1.1900001,-7.25,1.72,-1.11,4.1799998,1.0599999,-6.79,-7.6000004,-12.83,-15.780001,-11.96,-9.7700005,-4.9500003,-7.1600003,-12.66,-3.1099999,-9.9300003,-14.55,-13.05
200903,0.02,8.9499998,0.66000003,3.52,-2.3,-2.25,-11.38,4.1900001,3.4400001,6.3600001,12.809999,8.6099997,3.74,5.96,11.32,7.6199999,2.77,9.9199991,7.0300002,14.19,10.58
200904,0.01,10.19,6.73,5.46,0.28,0.14,-34.389999,-0.36000001,-6.8699999,4.77,42.620003,21.07,5.1899996,11.63,12.49,10.42,2.1200001,9.54,-0.95999998,17.039999,14.82
200905,0,5.21,-2.3299999,-0.20999999,-0.99000001,-2.1199999,-12.44,-1.73,-2.8800001,6.7600002,-2.8199999,4.9499998,10.77,6.1799998,3.1500001,1.52,4.6599998,-0.89999998,6.25,9.6499996,4.5300002
200906,0.01,0.43000001,2.3199999,-2.71,-1.0700001,-0.16,5.29,1.35,4.9099998,0.33000001,3.7,-1.17,-4.8500004,-2.6800001,4.2799997,1.62,4.6499996,-0.32999998,3.53,-1.71,-2.0699999
200907,0.01,7.7199998,2.4300001,5.27,-0.64999998,3.21,-5.3600001,4.9400001,4.3899999,7.4299998,18.42,10.92,5.2999997,12.28,8.3000002,5.4099998,4.3399997,6.7399998,5.5099998,8.3499994,9.8000002
200908,0.01,3.3299999,-0.039999999,7.7600002,-3.04,3.2,-8.8400002,5.46,-2.1300001,0.81999999,2.6400001,4.6699996,0.72000003,-0.21000001,2.4000001,1.02,0.19999999,3.6800001,2.1900001,10.19,3.96
200909,0.01,4.0799999,2.74,0.92000002,1.49,0.40000001,-4.9299998,-1.71,1.25,4.3099999,3.0699999,6.4399996,5.1799998,6.4599996,5.2299995,6.3299999,2.3199999,2.3700001,2.3900001,1.26,6.9699998
200910,0,-2.5899999,-4.7800002,-4.1799998,4.1999998,-1.6799999,2.6500001,-4.7199998,2.21,-0.69,-0.25,-3.5799999,2.23,-1.09,-1.37,-3.54,-2.74,0.059999999,-3.6800001,-4.4099998,-6.7199998
200911,0,5.5599999,-2.79,-0.17,0.81,0.15000001,0.28999999,1.47,0.25,3.8199999,9.46,7.2399998,3.1700001,8.2600002,5.0100002,6.4899998,4.5100002,5.04,8.2299995,4.2600002,8.4399996
200912,0.01,2.75,6.2199998,0.01,0.44,-0.079999998,2.9100001,0.72000003,1.61,2.6600001,5.0599999,4.5,-0.56,-0.31999999,5.8799996,6.2399998,5.8499999,1.96,2.4400001,0.93000001,1.84
201001,0,-3.3599999,0.30000001,0.31,-1.37,0.43000001,-5.3800001,1.63,3.6500001,-2.3299999,-0.87,-4.4200001,-4.73,-1.09,-7.9099998,-6.8400002,-4.5,-1.85,0,-1.1799999,-2.4200001
201002,0,3.4000001,1.46,3.1700001,-0.34999999,1.41,3.5999999,2.6099999,1.8,2.72,7.3000002,5.75,2.4100001,4.1300001,4.8000002,2.9200001,-0.43000001,4.29,0.38,2.71,4.5599999
201003,0.01,6.3099999,1.78,2.0999999,-0.56,1.6900001,3.6600001,4.2800002,0.76999998,5.9699998,9.2699995,7.8099999,3.1600001,4.0999999,6.6499996,7.8699999,3.0899999,6.2299995,3.5999999,8.1300001,8.96
201004,0.01,2,5.0500002,2.8099999,1.05,1.72,3.22,4.7800002,-1.77,-0.94,7.1899996,4.2399998,3.5899999,1.27,2.1600001,3.8099999,2.8499999,2.55,-2.23,0.94,4.3399997
201005,0.01,-7.8899999,0.059999999,-2.3800001,1.37,-0.22,-0.13,-2.9300001,0.57999998,-5.6900001,-8.71,-9.0900002,-10.71,-6.7700005,-7.7000003,-5.9200001,-6.3200002,-5.3500004,-8.0200005,-9.1300001,-8.25
201006,0.01,-5.5599999,-2.5,-4.5,-0.20999999,-1.52,-3,-5.29,-4.8400002,-1.95,-10.320001,-6.46,-6.4200001,-4.3900003,-6.2000003,-4.3400002,-0.73000002,-9.04,-1.64,-7.3300004,-8.1800003
201007,0.01,6.9299998,0.090000004,-0.25999999,0.23,1.99,1.88,0.60000002,4.02,7.3599997,15.01,10.12,7.7299995,8.5100002,7.5699997,9.7299995,6.7799997,4.6099997,2.1400001,6.6099997,9.0299997
201008,0.01,-4.77,-3.1199999,-1.96,0.61000001,-1.7,-0.19,-3.8199999,1.04,-1.26,-9.4899998,-7.2700005,-3.3900001,-1.99,-6.4700003,-2.24,0.40000001,-3.9400001,-1.67,-8.3900003,-5.8700004
201009,0.01,9.54,3.73,-3.1199999,-0.16,0.47999999,1.35,1.9,3.2,6.1899996,13.62,12.19,9.6300001,6.1199999,12.42,7.8599997,3.6300001,12.07,9,7.4499998,11.51
201010,0.01,3.8800001,0.79000002,-2.5899999,1.34,-0.23,1.64,-2.26,-1.34,4.3399997,8.3899994,4.5,4.3699999,6.3799996,6.4099998,4.79,1.85,2.4200001,1.99,1.96,3.73
201011,0.01,0.60000002,3.5999999,-0.89999998,0.28999999,1.63,2.53,-0.82999998,-0.94999999,0.039999999,7.27,2.77,5.5799999,-1.11,-0.81,-1.88,-1.3199999,4.1699996,-3.3499999,-0.34999999,2.02
201012,0.01,6.8200002,0.97000003,3.8199999,-3.6600001,3.23,-3.1900001,4.8200002,2.3699999,4.3599997,8.5299997,7.3499999,9.3599997,6.29,6.0099998,6.7099996,3.21,3.25,5.3899999,10.5,8.3400002
201101,0.01,1.99,-2.4000001,0.82999998,-0.81,0.69999999,-0.31999999,1.01,-0.02,-2.3599999,0.47,4.1599998,6.9199996,0.080000006,3.9200001,0.029999999,2.22,-0.88999999,-0.71999997,2.23,1.48
201102,0.01,3.49,1.63,1.08,-1.92,0.94,2.03,1.29,-1.01,4.8499999,-1.41,3.47,7.6399999,3.3099999,2.3099999,7.5699997,2.4200001,2.27,3.3199999,2.6400001,2.6600001
201103,0.01,0.44999999,2.6600001,-1.5700001,1.55,-0.029999999,3.51,-1.88,-0.79000002,3.04,1.72,2.3199999,1.9,0.75999999,-1.6,1.77,0.90000004,1.09,2.29,-1.5,0.29000002
201104,0,2.9000001,-0.51999998,-2.53,1.1,-0.85000002,0.07,-2.1500001,-1,4.5900002,2.22,2.1199999,1.3,4.8699999,3.0999999,3.4200001,3.99,4.5300002,6.3800001,0.64999998,2.03
201105,0,-1.27,-0.69999999,-2.0699999,1.99,-1.5,-0.56,-2.5699999,-1.25,1.9299999,-3.54,-2.96,-4.5599999,-0.41,-1.6900001,0.77999997,1.3,0.82999998,1.96,-2.5,-2.1500001
201106,0,-1.75,0.1,-0.33000001,2.3800001,-1.46,1.78,-1.97,-1.03,-1.01,-1.23,-0.01,-2.49,-1.79,-2.3399999,-1.23,-0.34,-0.88999999,-1.83,-2.1800001,-1.84
201107,0,-2.3599999,-1.29,-1.23,2.4100001,-1.8200001,0.079999998,-2.3900001,-1.13,-0.43000001,-8.9099998,-5.9299998,0.56,-2.1500001,-0.33000001,-5.0300002,-0.34999999,-0.68000001,-3.6500001,-3.9000001,-3.5699999
201108,0.01,-5.9899998,-3.21,-2.4400001,3.2,-0.23,-0.31,-6.3600001,-1.35,-0.69,-12.01,-7.5800004,-10.13,-3.1500001,-6.9100003,-5.46,0.13,-2.8900001,-3.0999999,-9.1400003,-5.5900002
201109,0,-7.5900002,-3.74,-1.46,1.89,0.23,-2.55,-5.0799999,-9.71,-4.8600001,-14.11,-11.8,-12.45,-9.5699997,-4.8200002,-5.9400001,-1.63,-3.8900001,-3.96,-11.02,-9.4099998
201110,0,11.35,3.5599999,-0.17,-1.92,-0.85000002,-1.42,3.3099999,12.35,6.4499998,23.200001,16.219999,16.389999,10.08,11.88,7.7199998,6.6799998,9.7799997,5.54,13.43,13.16
201111,0,-0.28,-0.27000001,-0.34,1.78,1.52,3.99,-3.49,1.1900001,1.4,-8.0100002,1.83,1.72,0.56,-1.98,0.050000001,0.99000001,1.1,1.27,-2.9100001,-0.029999999
201112,0,0.74000001,-0.44999999,1.75,0.76999998,2.3900001,1.9400001,1.8200001,-1.47,1.88,-1.16,-1.73,-0.56,1.05,-1.47,3.2,2.95,0.87,3.53,1.76,0.23999999
201201,0,5.0500002,2.1500001,-1.11,-1.8200001,-1.38,-7.9699998,1.47,6.6399999,0.44,13.51,8.0799999,1.39,4.1399999,8.1700001,2.3099999,-2.71,4.04,3.3800001,7.1500001,6.29
201202,0,4.4200001,-1.63,0.090000004,-0.19,-0.079999998,-0.30000001,1.6900001,-0.41,3.97,6.02,3.9200001,6.54,3.6600001,6.7199998,5,1.25,3.1900001,1.23,6.5,0.63
201203,0,3.1099999,-0.44999999,0.87,-0.38999999,0.79000002,1.5,2.6099999,-0.70999998,3.9100001,0.92000002,0.079999998,-3.25,1.9400001,4.6999998,2.52,1.4400001,4.6100001,3.97,6.8800001,2.01
201204,0,-0.85000002,-0.58999997,-0.46000001,1.11,0.64999998,3.8299999,-1.78,-0.51999998,0.81999999,-6.98,-0.94,-1.6799999,-0.14,-2.0899999,1.62,1.74,1,0.61000001,-2.4200001,-0.69999999
201205,0.01,-6.1900001,-0.079999998,-0.62,2.25,2.3699999,6.5999999,-1.79,-3.48,-2.6600001,-8.1599998,-8.6500006,-10.73,-6.1400003,-7.8900003,-1.0599999,-0.94,-3.0999999,-3.29,-9.0200005,-4.7600002
201206,0,3.8900001,0.95999998,0.44,-1.24,0.34,-1.12,1.58,-0.74000001,3.3399999,-5.5100002,0.74000001,5.8499999,2.1199999,2.8499999,7.04,3.4000001,2.1099999,6.8000002,4.52,5.0500002
201207,0,0.79000002,-2.6500001,-0.25999999,1.14,0.1,3.0699999,-1.9400001,1.41,1.37,0.30000001,0.56,2.79,1.47,-0.54000002,4.0799999,3.73,1.26,1.65,-1.09,-0.87
201208,0.01,2.55,0.46000001,1.3200001,-1.21,-0.75,-2.49,1.88,3.0699999,0.19999999,4.0999999,3.48,2.4000001,2.99,4.5299997,1.0700001,-3.3499999,2.6900001,0.96000004,4.1199999,1.03
201209,0.01,2.73,0.68000001,1.54,-1.37,1.58,-1.02,1.76,-0.17,0.87,3.5699999,1.4300001,3.53,1.95,1.55,4.7999997,2.1600001,1.96,4.6999998,3.5899999,4.0499997
201210,0.01,-1.76,-0.80000001,3.79,-1.34,2.29,0.1,0.98000002,0.37,-1.72,5.8999996,-0.42999998,-1.8099999,-1.09,-6.3200002,-2.3,1.04,-1.02,-1.89,1.9400001,-1.16
201211,0.01,0.77999997,0.34999999,-0.95999998,0.68000001,0.93000001,0.38,-0.73000002,0.86000001,3.25,3.0999999,2.9100001,-1.53,2.1200001,1.86,0.049999997,-3.6900001,1.41,1.49,-0.67000002,0.91000003
201212,0.01,1.1799999,1.87,3.5599999,-1.98,0.86000001,-2.97,3.6199999,0.079999998,-2.27,7.29,3.72,1.26,1.09,0.22999999,1.14,0.13,-1.1,-0.53999996,4.29,2.1900001
